"jsonkey_"	"rdfs:type"	"schema:name"	"schema:description"	"hyf:catchmentRealization"
070900020601	http://www.opengeospatial.org/standards/waterml2/hy_features/HY_Catchment	Waunakee Marsh-Sixmile Creek	USGS Watershed Boundary Dataset Twelve Digit Hydrologic Unit Code Watershed	elfie/usgs/nhdplusflowline/huc12obs/070900020601_|_elfie/usgs/hucboundary/huc12obs/070900020601_|_elfie/usgs/hydrometricnetwork/huc12obs/070900020601
