jsonkey_identifier	rdfs:type	schema:name	schema:subjectOf	schema:image	hyf:hydrometricNetwork
USGS-05427880	https://www.opengis.net/def/appschema/hy_features/hyf/HY_HydrometricFeature	SIXMILE CREEK AT STATE HIGHWAY 19 NEAR WAUNAKEE,WI	hhttps://waterdata.usgs.gov/monitoring-location/05427880/	https://labs.waterdata.usgs.gov/api/graph-images/monitoring-location/05427880/?parameterCode=00060	elfie/usgs/hydrometricnetwork/huc12obs/070900020601
