"jsonkey_huc12"	"rdfs:type"	"schema:name"	"schema:description"	"hyf:realizedCatchment"
070900020601	http://www.opengeospatial.org/standards/waterml2/hy_features/HY_CatchmentDivide	Waunakee Marsh-Sixmile Creek Boundary	USGS Watershed Boundary Dataset Twelve Digit Hydrologic Unit Code Watershed Boundary	elfie/usgs/huc/huc12obs/070900020601
