"jsonkey_"	"rdfs:type"	"schema:name"	"schema:description"	"hyf:realizedCatchment"
070900020601	http://www.opengeospatial.org/standards/waterml2/hy_features/HY_HydrographicNetwork	NHDPlus V2.0 Network for Waunakee Marsh-Sixmile Creek	Collection of Flowlines for HUC12 watershed.	elfie/usgs/huc/huc12obs/070900020601
